PRIME,AB,A,B,INDEX
13113111012811,KJ3JTQ8J,KJ3J,TQ8J,38TJJJQK
13113114101011,KJ3J4TTJ,KJ3J,4TTJ,34TTJJJK
13113111111013,KJ3JJ1TK,KJ3J,J1TK,13TJJJKK
13113111210127,KJ3JQTQ7,KJ3J,QTQ7,37TJJQQK
13113111111013,KJ3J1JTK,KJ3J,1JTK,13TJJJKK
12119111112107,QJ9JJQT7,QJ9J,JQT7,79TJJJQQ
12119111112113,QJ9JJQ1K,QJ9J,JQ1K,19JJJQQK
12119111351213,QJ9JK5QK,QJ9J,K5QK,59JJQQKK
12119119131011,QJ9J9KTJ,QJ9J,9KTJ,99TJJJQK
12119111112113,QJ9JJQJ3,QJ9J,JQJ3,39JJJJQQ
12119111061311,QJ9JT6KJ,QJ9J,T6KJ,69TJJJQK
12119111010131,QJ9JTTK1,QJ9J,TTK1,19TTJJQK
12119111121011,QJ9JJ2TJ,QJ9J,J2TJ,29TJJJJQ
12119118131111,QJ9J8KJJ,QJ9J,8KJJ,89JJJJQK
12119111181311,QJ9JJ8KJ,QJ9J,J8KJ,89JJJJQK
12119111121011,QJ9J1QTJ,QJ9J,1QTJ,19TJJJQQ
12119111113103,QJ9JJKT3,QJ9J,JKT3,39TJJJQK
51212114131313,5QQJ4KKK,5QQJ,4KKK,45JQQKKK
51212116131311,5QQJ6KKJ,5QQJ,6KKJ,56JJQQKK
51212111391011,5QQJK9TJ,5QQJ,K9TJ,59TJJQQK
51212111310137,5QQJKTK7,5QQJ,KTK7,57TJQQKK
51212111312513,5QQJKQ5K,5QQJ,KQ5K,55JQQQKK
51212111121011,5QQJJ2TJ,5QQJ,J2TJ,25TJJJQQ
51212113101311,5QQJ3TKJ,5QQJ,3TKJ,35TJJQQK
51212111121011,5QQJ1QTJ,5QQJ,1QTJ,15TJJQQQ
51212111113103,5QQJJKT3,5QQJ,JKT3,35TJJQQK
13101371391113,KTK7K9JK,KTK7,K9JK,79TJKKKK
13101371161313,KTK7J6KK,KTK7,J6KK,67TJKKKK
13101371112611,KTK7JQ6J,KTK7,JQ6J,67TJJQKK
13101371351213,KTK7K5QK,KTK7,K5QK,57TQKKKK
13101371112413,KTK7JQ4K,KTK7,JQ4K,47TJQKKK
13101371291111,KTK7Q9JJ,KTK7,Q9JJ,79TJJQKK
13101374111213,KTK74JQK,KTK7,4JQK,47TJQKKK
13101371191313,KTK7J9KK,KTK7,J9KK,79TJKKKK
13101371212121,KTK7QQQ1,KTK7,QQQ1,17TQQQKK
13101377111213,KTK77JQK,KTK7,7JQK,77TJQKKK
13101373131113,KTK73KJK,KTK7,3KJK,37TJKKKK
13101371213129,KTK7QKQ9,KTK7,QKQ9,79TQQKKK
13101371010131,KTK7TTK1,KTK7,TTK1,17TTTKKK
51310131110713,5KTKJT7K,5KTK,JT7K,57TTJKKK
51310131221113,5KTKQ2JK,5KTK,Q2JK,25TJQKKK
51310131310117,5KTKKTJ7,5KTK,KTJ7,57TTJKKK
51310134121111,5KTK4QJJ,5KTK,4QJJ,45TJJQKK
51310134101011,5KTK4TTJ,5KTK,4TTJ,45TTTJKK
51310131110311,5KTKJT3J,5KTK,JT3J,35TTJJKK
21011114131313,2TJJ4KKK,2TJJ,4KKK,24TJJKKK
21011118121013,2TJJ8QTK,2TJJ,8QTK,28TTJJQK
21011111111213,2TJJJJ2K,2TJJ,JJ2K,22TJJJJK
21011115121211,2TJJ5QQJ,2TJJ,5QQJ,25TJJJQQ
21011111011013,2TJJT1TK,2TJJ,T1TK,12TTTJJK
21011111341313,2TJJK4KK,2TJJ,K4KK,24TJJKKK
21011113111013,2TJJ3JTK,2TJJ,3JTK,23TTJJJK
21011111311109,2TJJKJT9,2TJJ,KJT9,29TTJJJK
21011111313911,2TJJKK9J,2TJJ,KK9J,29TJJJKK
21011111191313,2TJJJ9KK,2TJJ,J9KK,29TJJJKK
21011111111213,2TJJJ1QK,2TJJ,J1QK,12TJJJQK
21011111110133,2TJJJTK3,2TJJ,JTK3,23TTJJJK
21011111111213,2TJJ1JQK,2TJJ,1JQK,12TJJJQK
21011111181311,2TJJJ8KJ,2TJJ,J8KJ,28TJJJJK
21011111011139,2TJJTJK9,2TJJ,TJK9,29TTJJJK
21310131071311,2KTKT7KJ,2KTK,T7KJ,27TTJKKK
21310131011107,2KTKTJT7,2KTK,TJT7,27TTTJKK
21310131210103,2KTKQTT3,2KTK,QTT3,23TTTQKK
21310131013711,2KTKTK7J,2KTK,TK7J,27TTJKKK
21310131161113,2KTKJ6JK,2KTK,J6JK,26TJJKKK
21310131110413,2KTKJT4K,2KTK,JT4K,24TTJKKK
21310131313813,2KTKKK8K,2KTK,KK8K,28TKKKKK
21310131111013,2KTKJ1TK,2KTK,J1TK,12TTJKKK
21310131210127,2KTKQTQ7,2KTK,QTQ7,27TTQQKK
21310131111013,2KTK1JTK,2KTK,1JTK,12TTJKKK
12211131213109,Q2JKQKT9,Q2JK,QKT9,29TJQQKK
12211131210211,Q2JKQT2J,Q2JK,QT2J,22TJJQQK
12211131071311,Q2JKT7KJ,Q2JK,T7KJ,27TJJQKK
12211131110713,Q2JKJT7K,Q2JK,JT7K,27TJJQKK
12211135131211,Q2JK5KQJ,Q2JK,5KQJ,25JJQQKK
12211131161011,Q2JKJ6TJ,Q2JK,J6TJ,26TJJJQK
12211131112513,Q2JKJQ5K,Q2JK,JQ5K,25JJQQKK
12132131351111,QK2KK5JJ,QK2K,K5JJ,25JJQKKK
12132131161313,QK2KJ6KK,QK2K,J6KK,26JQKKKK
12132131391011,QK2KK9TJ,QK2K,K9TJ,29TJQKKK
12132131112107,QK2KJQT7,QK2K,JQT7,27TJQQKK
12132135131111,QK2K5KJJ,QK2K,5KJJ,25JJQKKK
12132138111011,QK2K8JTJ,QK2K,8JTJ,28TJJQKK
12132131312813,QK2KKQ8K,QK2K,KQ8K,28QQKKKK
12132137101313,QK2K7TKK,QK2K,7TKK,27TQKKKK
12132131213129,QK2KQKQ9,QK2K,QKQ9,29QQQKKK
12132131191013,QK2KJ9TK,QK2K,J9TK,29TJQKKK
12132131011139,QK2KTJK9,QK2K,TJK9,29TJQKKK
12132131210711,QK2KQT7J,QK2K,QT7J,27TJQQKK
12101231110313,QTQ3JT3K,QTQ3,JT3K,33TTJQQK
12101231012513,QTQ3TQ5K,QTQ3,TQ5K,35TTQQQK
12101237111213,QTQ37JQK,QTQ3,7JQK,37TJQQQK
12101231110103,QTQ3JTT3,QTQ3,JTT3,33TTTJQQ
12101237101313,QTQ37TKK,QTQ3,7TKK,37TTQQKK
11121071351111,JQT7K5JJ,JQT7,K5JJ,57TJJJQK
11121071013713,JQT7TK7K,JQT7,TK7K,77TTJQKK
11121071112911,JQT7JQ9J,JQT7,JQ9J,79TJJJQQ
11121079131011,JQT79KTJ,JQT7,9KTJ,79TTJJQK
11121071012213,JQT7TQ2K,JQT7,TQ2K,27TTJQQK
11121071112413,JQT7JQ4K,JQT7,JQ4K,47TJJQQK
11121071312513,JQT7KQ5K,JQT7,KQ5K,57TJQQKK
11121071110103,JQT7JTT3,JQT7,JTT3,37TTTJJQ
11121071121011,JQT7J2TJ,JQT7,J2TJ,27TTJJJQ
11121071011139,JQT7TJK9,JQT7,TJK9,79TTJJQK
11121071121011,JQT71QTJ,JQT7,1QTJ,17TTJJQQ
11121074121011,JQT74QTJ,JQT7,4QTJ,47TTJJQQ
11112111231313,JJ2JQ3KK,JJ2J,Q3KK,23JJJQKK
11112111251011,JJ2JQ5TJ,JJ2J,Q5TJ,25TJJJJQ
11112112101313,JJ2J2TKK,JJ2J,2TKK,22TJJJKK
11112111013711,JJ2JTK7J,JJ2J,TK7J,27TJJJJK
11112111141013,JJ2JJ4TK,JJ2J,J4TK,24TJJJJK
11112111212119,JJ2JQQJ9,JJ2J,QQJ9,29JJJJQQ
11112111110413,JJ2JJT4K,JJ2J,JT4K,24TJJJJK
11112111012811,JJ2JTQ8J,JJ2J,TQ8J,28TJJJJQ
11112111010411,JJ2JTT4J,JJ2J,TT4J,24TTJJJJ
11112111110311,JJ2JJT3J,JJ2J,JT3J,23TJJJJJ
11112111210127,JJ2JQTQ7,JJ2J,QTQ7,27TJJJQQ
11112111212611,JJ2JQQ6J,JJ2J,QQ6J,26JJJJQQ
11126114121113,JQ6J4QJK,JQ6J,4QJK,46JJJQQK
11126111381213,JQ6JK8QK,JQ6J,K8QK,68JJQQKK
11126111101211,JQ6J1TQJ,JQ6J,1TQJ,16TJJJQQ
11126111211911,JQ6JQJ9J,JQ6J,QJ9J,69JJJJQQ
11126111112911,JQ6JJQ9J,JQ6J,JQ9J,69JJJJQQ
11126111012213,JQ6JTQ2K,JQ6J,TQ2K,26TJJQQK
11126111110913,JQ6JJT9K,JQ6J,JT9K,69TJJJQK
11126119121213,JQ6J9QQK,JQ6J,9QQK,69JJQQQK
11126117101313,JQ6J7TKK,JQ6J,7TKK,67TJJQKK
11126113131113,JQ6J3KJK,JQ6J,3KJK,36JJJQKK
11126111210411,JQ6JQT4J,JQ6J,QT4J,46TJJJQQ
11126111121011,JQ6JJ2TJ,JQ6J,J2TJ,26TJJJJQ
11126111121011,JQ6J1QTJ,JQ6J,1QTJ,16TJJJQQ
21013131071311,2TKKT7KJ,2TKK,T7KJ,27TTJKKK
21013131111211,2TKK1JQJ,2TKK,1JQJ,12TJJQKK
21013131311311,2TKKKJ3J,2TKK,KJ3J,23TJJKKK
21013131221113,2TKKQ2JK,2TKK,Q2JK,22TJQKKK
21013131111211,2TKKJJ2J,2TKK,JJ2J,22TJJJKK
21013131312133,2TKKKQK3,2TKK,KQK3,23TQKKKK
21013131111211,2TKKJ1QJ,2TKK,J1QJ,12TJJQKK
21013132121011,2TKK2QTJ,2TKK,2QTJ,22TTJQKK
21013131113137,2TKKJKK7,2TKK,JKK7,27TJKKKK
21013131311311,2TKKK1KJ,2TKK,K1KJ,12TJKKKK
21013131212611,2TKKQQ6J,2TKK,QQ6J,26TJQQKK
13101171271213,KTJ7Q7QK,KTJ7,Q7QK,77TJQQKK
13101171311311,KTJ7KJ3J,KTJ7,KJ3J,37TJJJKK
13101172101313,KTJ72TKK,KTJ7,2TKK,27TTJKKK
13101171312133,KTJ7KQK3,KTJ7,KQK3,37TJQKKK
13101178121011,KTJ78QTJ,KTJ7,8QTJ,78TTJJQK
13101171110413,KTJ7JT4K,KTJ7,JT4K,47TTJJKK
13101171010129,KTJ7TTQ9,KTJ7,TTQ9,79TTTJQK
13101171311311,KTJ7K1KJ,KTJ7,K1KJ,17TJJKKK
13101171212611,KTJ7QQ6J,KTJ7,QQ6J,67TJJQQK
41211111381313,4QJJK8KK,4QJJ,K8KK,48JJQKKK
41211111011137,4QJJTJK7,4QJJ,TJK7,47TJJJQK
41211111291211,4QJJQ9QJ,4QJJ,Q9QJ,49JJJQQQ
41211111311311,4QJJKJ3J,4QJJ,KJ3J,34JJJJQK
41211111110413,4QJJJT4K,4QJJ,JT4K,44TJJJQK
41211114101011,4QJJ4TTJ,4QJJ,4TTJ,44TTJJJQ
41211114121213,4QJJ4QQK,4QJJ,4QQK,44JJQQQK
41211111311131,4QJJKJK1,4QJJ,KJK1,14JJJQKK
41211111311311,4QJJK1KJ,4QJJ,K1KJ,14JJJQKK
41211111213913,4QJJQK9K,4QJJ,QK9K,49JJQQKK
10110135121211,T1TK5QQJ,T1TK,5QQJ,15TTJQQK
10110131112113,T1TKJQ1K,T1TK,JQ1K,11TTJQKK
10110131313311,T1TKKK3J,T1TK,KK3J,13TTJKKK
10110136101311,T1TK6TKJ,T1TK,6TKJ,16TTTJKK
10110137111213,T1TK7JQK,T1TK,7JQK,17TTJQKK
10110131112113,T1TKJQJ3,T1TK,JQJ3,13TTJJQK
10110131213129,T1TKQKQ9,T1TK,QKQ9,19TTQQKK
10110131121011,T1TKJ2TJ,T1TK,J2TJ,12TTTJJK
10110133101311,T1TK3TKJ,T1TK,3TKJ,13TTTJKK
10110131112131,T1TKJQK1,T1TK,JQK1,11TTJQKK
10110131121011,T1TK1QTJ,T1TK,1QTJ,11TTTJQK
11311131271213,1KJKQ7QK,1KJK,Q7QK,17JQQKKK
11311131310123,1KJKKTQ3,1KJK,KTQ3,13TJQKKK
11311131312133,1KJKKQK3,1KJK,KQK3,13JQKKKK
12101031271111,QTT3Q7JJ,QTT3,Q7JJ,37TTJJQQ
12101031271213,QTT3Q7QK,QTT3,Q7QK,37TTQQQK
12101031231313,QTT3Q3KK,QTT3,Q3KK,33TTQQKK
12101031113713,QTT3JK7K,QTT3,JK7K,37TTJQKK
12101035121113,QTT35QJK,QTT3,5QJK,35TTJQQK
12101031051313,QTT3T5KK,QTT3,T5KK,35TTTQKK
12101031011107,QTT3TJT7,QTT3,TJT7,37TTTTJQ
12101036101111,QTT36TJJ,QTT3,6TJJ,36TTTJJQ
12101031113137,QTT3JKK7,QTT3,JKK7,37TTJQKK
13413131351111,K4KKK5JJ,K4KK,K5JJ,45JJKKKK
13413131281211,K4KKQ8QJ,K4KK,Q8QJ,48JQQKKK
13413131381213,K4KKK8QK,K4KK,K8QK,48QKKKKK
13413131112107,K4KKJQT7,K4KK,JQT7,47TJQKKK
13413136111013,K4KK6JTK,K4KK,6JTK,46TJKKKK
13413132111311,K4KK2JKJ,K4KK,2JKJ,24JJKKKK
13413131310119,K4KKKTJ9,K4KK,KTJ9,49TJKKKK
13413131110913,K4KKJT9K,K4KK,JT9K,49TJKKKK
13413136101311,K4KK6TKJ,K4KK,6TKJ,46TJKKKK
13413131311103,K4KKKJT3,K4KK,KJT3,34TJKKKK
13413134121011,K4KK4QTJ,K4KK,4QTJ,44TJQKKK
31110136131311,3JTK6KKJ,3JTK,6KKJ,36TJJKKK
31110131110127,3JTKJTQ7,3JTK,JTQ7,37TTJJQK
31110131341313,3JTKK4KK,3JTK,K4KK,34TJKKKK
31110139131011,3JTK9KTJ,3JTK,9KTJ,39TTJJKK
31110131310119,3JTKKTJ9,3JTK,KTJ9,39TTJJKK
31110131361011,3JTKK6TJ,3JTK,K6TJ,36TTJJKK
31110131313311,3JTKKK3J,3JTK,KK3J,33TJJKKK
31110131112413,3JTKJQ4K,3JTK,JQ4K,34TJJQKK
31110136101311,3JTK6TKJ,3JTK,6TKJ,36TTJJKK
31110131110313,3JTKJT3K,3JTK,JT3K,33TTJJKK
31110131121011,3JTKJ2TJ,3JTK,J2TJ,23TTJJJK
31110131121011,3JTK1QTJ,3JTK,1QTJ,13TTJJQK
11121132101213,JQ1K2TQK,JQ1K,2TQK,12TJQQKK
11121138121013,JQ1K8QTK,JQ1K,8QTK,18TJQQKK
11121131312813,JQ1KKQ8K,JQ1K,KQ8K,18JQQKKK
11121131212613,JQ1KQQ6K,JQ1K,QQ6K,16JQQQKK
13111094131313,KJT94KKK,KJT9,4KKK,49TJKKKK
13111092101213,KJT92TQK,KJT9,2TQK,29TTJQKK
13111091111213,KJT9JJ2K,KJT9,JJ2K,29TJJJKK
13111091011013,KJT9T1TK,KJT9,T1TK,19TTTJKK
13111091151113,KJT9J5JK,KJT9,J5JK,59TJJJKK
13111091171111,KJT9J7JJ,KJT9,J7JJ,79TJJJJK
13111097111213,KJT97JQK,KJT9,7JQK,79TJJQKK
13111093131113,KJT93KJK,KJT9,3KJK,39TJJKKK
13111091111213,KJT9J1QK,KJT9,J1QK,19TJJQKK
13111091191013,KJT9J9TK,KJT9,J9TK,99TTJJKK
13111091210411,KJT9QT4J,KJT9,QT4J,49TTJJQK
13111091010131,KJT9TTK1,KJT9,TTK1,19TTTJKK
13111091212613,KJT9QQ6K,KJT9,QQ6K,69TJQQKK
13111091111213,KJT91JQK,KJT9,1JQK,19TJJQKK
13111091071313,KJT9T7KK,KJT9,T7KK,79TTJKKK
13111094121011,KJT94QTJ,KJT9,4QTJ,49TTJJQK
13512131312411,K5QKKQ4J,K5QK,KQ4J,45JQQKKK
13512131381213,K5QKK8QK,K5QK,K8QK,58QQKKKK
13512131161313,K5QKJ6KK,K5QK,J6KK,56JQKKKK
13512131101211,K5QK1TQJ,K5QK,1TQJ,15TJQQKK
13512131310611,K5QKKT6J,K5QK,KT6J,56TJQKKK
13512131310311,K5QKKT3J,K5QK,KT3J,35TJQKKK
13512131011139,K5QKTJK9,K5QK,TJK9,59TJQKKK
61110138121013,6JTK8QTK,6JTK,8QTK,68TTJQKK
61110131281211,6JTKQ8QJ,6JTK,Q8QJ,68TJJQQK
61110131213213,6JTKQK2K,6JTK,QK2K,26TJQKKK
61110131112911,6JTKJQ9J,6JTK,JQ9J,69TJJJQK
61110131012213,6JTKTQ2K,6JTK,TQ2K,26TTJQKK
61110131361011,6JTKK6TJ,6JTK,K6TJ,66TTJJKK
61110131110103,6JTKJTT3,6JTK,JTT3,36TTTJJK
61110131212103,6JTKQQT3,6JTK,QQT3,36TTJQQK
61110131181311,6JTKJ8KJ,6JTK,J8KJ,68TJJJKK
11511131211311,J5JKQ1KJ,J5JK,Q1KJ,15JJJQKK
11511131211911,J5JKQJ9J,J5JK,QJ9J,59JJJJQK
11511132101111,J5JK2TJJ,J5JK,2TJJ,25TJJJJK
11511131341313,J5JKK4KK,J5JK,K4KK,45JJKKKK
11511131361011,J5JKK6TJ,J5JK,K6TJ,56TJJJKK
11511131211311,J5JKQJ3J,J5JK,QJ3J,35JJJJQK
11511131110313,J5JKJT3K,J5JK,JT3K,35TJJJKK
11511131110103,J5JKJTT3,J5JK,JTT3,35TTJJJK
11511131212811,J5JKQQ8J,J5JK,QQ8J,58JJJQQK
11511131213129,J5JKQKQ9,J5JK,QKQ9,59JJQQKK
11511131191013,J5JKJ9TK,J5JK,J9TK,59TJJJKK
11511131212103,J5JKQQT3,J5JK,QQT3,35TJJQQK
11511138131111,J5JK8KJJ,J5JK,8KJJ,58JJJJKK
11511131071313,J5JKT7KK,J5JK,T7KK,57TJJKKK
11511131113103,J5JKJKT3,J5JK,JKT3,35TJJJKK
13121335101211,KQK35TQJ,KQK3,5TQJ,35TJQQKK
13121331310123,KQK3KTQ3,KQK3,KTQ3,33TQQKKK
13121331251011,KQK3Q5TJ,KQK3,Q5TJ,35TJQQKK
13121335131013,KQK35KTK,KQK3,5KTK,35TQKKKK
13121331221113,KQK3Q2JK,KQK3,Q2JK,23JQQKKK
13121332101313,KQK32TKK,KQK3,2TKK,23TQKKKK
13121331110413,KQK3JT4K,KQK3,JT4K,34TJQKKK
13121331312211,KQK3KQ2J,KQK3,KQ2J,23JQQKKK
10137131391011,TK7KK9TJ,TK7K,K9TJ,79TTJKKK
10137131210123,TK7KQTQ3,TK7K,QTQ3,37TTQQKK
10137133111013,TK7K3JTK,TK7K,3JTK,37TTJKKK
10137131151113,TK7KJ5JK,TK7K,J5JK,57TJJKKK
10137132111311,TK7K2JKJ,TK7K,2JKJ,27TJJKKK
10137131312813,TK7KKQ8K,TK7K,KQ8K,78TQKKKK
10137131361011,TK7KK6TJ,TK7K,K6TJ,67TTJKKK
10137131310611,TK7KKT6J,TK7K,KT6J,67TTJKKK
10137131110913,TK7KJT9K,TK7K,JT9K,79TTJKKK
10137131110103,TK7KJTT3,TK7K,JTT3,37TTTJKK
10137131111711,TK7KJJ7J,TK7K,JJ7J,77TJJJKK
10137131213129,TK7KQKQ9,TK7K,QKQ9,79TQQKKK
10137131191013,TK7KJ9TK,TK7K,J9TK,79TTJKKK
10137131210411,TK7KQT4J,TK7K,QT4J,47TTJQKK
10137133131311,TK7K3KKJ,TK7K,3KKJ,37TJKKKK
10137131113103,TK7KJKT3,TK7K,JKT3,37TTJKKK
11610111381313,J6TJK8KK,J6TJ,K8KK,68TJJKKK
11610111213133,J6TJQKK3,J6TJ,QKK3,36TJJQKK
11610115131211,J6TJ5KQJ,J6TJ,5KQJ,56TJJJQK
11610111310117,J6TJKTJ7,J6TJ,KTJ7,67TTJJJK
11610114101011,J6TJ4TTJ,J6TJ,4TTJ,46TTTJJJ
11610111311131,J6TJKJK1,J6TJ,KJK1,16TJJJKK
11610111261313,J6TJQ6KK,J6TJ,Q6KK,66TJJQKK
11610111212611,J6TJQQ6J,J6TJ,QQ6J,66TJJJQQ
11125131271213,JQ5KQ7QK,JQ5K,Q7QK,57JQQQKK
11125131310123,JQ5KKTQ3,JQ5K,KTQ3,35TJQQKK
11125135131211,JQ5K5KQJ,JQ5K,5KQJ,55JJQQKK
11125131110413,JQ5KJT4K,JQ5K,JT4K,45TJJQKK
11125132121011,JQ5K2QTJ,JQ5K,2QTJ,25TJJQQK
11125131111013,JQ5KJ1TK,JQ5K,J1TK,15TJJQKK
11125131010129,JQ5KTTQ9,JQ5K,TTQ9,59TTJQQK
11125131261313,JQ5KQ6KK,JQ5K,Q6KK,56JQQKKK
11125131111013,JQ5K1JTK,JQ5K,1JTK,15TJJQKK
21113111312411,2JKJKQ4J,2JKJ,KQ4J,24JJJQKK
21113115121211,2JKJ5QQJ,2JKJ,5QQJ,25JJJQQK
21113111311109,2JKJKJT9,2JKJ,KJT9,29TJJJKK
21113118111011,2JKJ8JTJ,2JKJ,8JTJ,28TJJJJK
21113111310119,2JKJKTJ9,2JKJ,KTJ9,29TJJJKK
21113111111711,2JKJJJ7J,2JKJ,JJ7J,27JJJJJK
21113111181311,2JKJJ8KJ,2JKJ,J8KJ,28JJJJKK
21113111112131,2JKJJQK1,2JKJ,JQK1,12JJJQKK
51311111351111,5KJJK5JJ,5KJJ,K5JJ,55JJJJKK
51311111341313,5KJJK4KK,5KJJ,K4KK,45JJKKKK
51311111013713,5KJJTK7K,5KJJ,TK7K,57TJJKKK
51311119131011,5KJJ9KTJ,5KJJ,9KTJ,59TJJJKK
10137111271213,TK7JQ7QK,TK7J,Q7QK,77TJQQKK
10137111251011,TK7JQ5TJ,TK7J,Q5TJ,57TTJJQK
10137112101313,TK7J2TKK,TK7J,2TKK,27TTJKKK
10137111141013,TK7JJ4TK,TK7J,J4TK,47TTJJKK
10137116101111,TK7J6TJJ,TK7J,6TJJ,67TTJJJK
10137111112129,TK7JJQQ9,TK7J,JQQ9,79TJJQQK
10137112121011,TK7J2QTJ,TK7J,2QTJ,27TTJJQK
10137111113137,TK7JJKK7,TK7J,JKK7,77TJJKKK
10137111212611,TK7JQQ6J,TK7J,QQ6J,67TJJQQK
11611135101211,J6JK5TQJ,J6JK,5TQJ,56TJJJQK
11611131071311,J6JKT7KJ,J6JK,T7KJ,67TJJJKK
11611131213133,J6JKQKK3,J6JK,QKK3,36JJQKKK
11611131011107,J6JKTJT7,J6JK,TJT7,67TTJJJK
11611132131013,J6JK2KTK,J6JK,2KTK,26TJJKKK
11611131131113,J6JK1KJK,J6JK,1KJK,16JJJKKK
11611131112513,J6JKJQ5K,J6JK,JQ5K,56JJJQKK
11611131141013,J6JKJ4TK,J6JK,J4TK,46TJJJKK
11611131131113,J6JKJ3JK,J6JK,J3JK,36JJJJKK
11611131110413,J6JKJT4K,J6JK,JT4K,46TJJJKK
11611134101011,J6JK4TTJ,J6JK,4TTJ,46TTJJJK
11611131112129,J6JKJQQ9,J6JK,JQQ9,69JJJQQK
11611131010411,J6JKTT4J,J6JK,TT4J,46TTJJJK
81110114131313,8JTJ4KKK,8JTJ,4KKK,48TJJKKK
81110118121013,8JTJ8QTK,8JTJ,8QTK,88TTJJQK
81110111391011,8JTJK9TJ,8JTJ,K9TJ,89TTJJJK
81110111211911,8JTJQJ9J,8JTJ,QJ9J,89TJJJJQ
81110111213213,8JTJQK2K,8JTJ,QK2K,28TJJQKK
81110111210123,8JTJQTQ3,8JTJ,QTQ3,38TTJJQQ
81110111311109,8JTJKJT9,8JTJ,KJT9,89TTJJJK
81110119131011,8JTJ9KTJ,8JTJ,9KTJ,89TTJJJK
81110111012213,8JTJTQ2K,8JTJ,TQ2K,28TTJJQK
81110111112413,8JTJJQ4K,8JTJ,JQ4K,48TJJJQK
81110117101313,8JTJ7TKK,8JTJ,7TKK,78TTJJKK
81110111071313,8JTJT7KK,8JTJ,T7KK,78TTJJKK
81110111112131,8JTJJQK1,8JTJ,JQK1,18TJJJQK
11410131213133,J4TKQKK3,J4TK,QKK3,34TJQKKK
11410131221113,J4TKQ2JK,J4TK,Q2JK,24TJJQKK
11410131161113,J4TKJ6JK,J4TK,J6JK,46TJJJKK
11410131212119,J4TKQQJ9,J4TK,QQJ9,49TJJQQK
11410131111013,J4TKJ1TK,J4TK,J1TK,14TTJJKK
11410131113137,J4TKJKK7,J4TK,JKK7,47TJJKKK
11410131111013,J4TK1JTK,J4TK,1JTK,14TTJJKK
11129114131313,JQ9J4KKK,JQ9J,4KKK,49JJQKKK
11129111211311,JQ9JQ1KJ,JQ9J,Q1KJ,19JJJQQK
11129112101213,JQ9J2TQK,JQ9J,2TQK,29TJJQQK
11129118121013,JQ9J8QTK,JQ9J,8QTK,89TJJQQK
11129116131311,JQ9J6KKJ,JQ9J,6KKJ,69JJJQKK
11129111110127,JQ9JJTQ7,JQ9J,JTQ7,79TJJJQQ
11129115121211,JQ9J5QQJ,JQ9J,5QQJ,59JJJQQQ
11129111351213,JQ9JK5QK,JQ9J,K5QK,59JJQQKK
11129111313911,JQ9JKK9J,JQ9J,KK9J,99JJJQKK
11129111211311,JQ9JQJ3J,JQ9J,QJ3J,39JJJJQQ
11129111312513,JQ9JKQ5K,JQ9J,KQ5K,59JJQQKK
11129111171111,JQ9JJ7JJ,JQ9J,J7JJ,79JJJJJQ
11129117101313,JQ9J7TKK,JQ9J,7TKK,79TJJQKK
12118131112513,QJ8KJQ5K,QJ8K,JQ5K,58JJQQKK
12118134101011,QJ8K4TTJ,QJ8K,4TTJ,48TTJJQK
12118136101213,QJ8K6TQK,QJ8K,6TQK,68TJQQKK
12118131010129,QJ8KTTQ9,QJ8K,TTQ9,89TTJQQK
12118131212611,QJ8KQQ6J,QJ8K,QQ6J,68JJQQQK
12121191210211,QQJ9QT2J,QQJ9,QT2J,29TJJQQQ
12121195131211,QQJ95KQJ,QQJ9,5KQJ,59JJQQQK
12121191310117,QQJ9KTJ7,QQJ9,KTJ7,79TJJQQK
12121191210103,QQJ9QTT3,QQJ9,QTT3,39TTJQQQ
12121191312133,QQJ9KQK3,QQJ9,KQK3,39JQQQKK
12121191312211,QQJ9KQ2J,QQJ9,KQ2J,29JJQQQK
12121191113137,QQJ9JKK7,QQJ9,JKK7,79JJQQKK
12121191210127,QQJ9QTQ7,QQJ9,QTQ7,79TJQQQQ
12121191261313,QQJ9Q6KK,QQJ9,Q6KK,69JQQQKK
12121191213913,QQJ9QK9K,QQJ9,QK9K,99JQQQKK
13139114131313,KK9J4KKK,KK9J,4KKK,49JKKKKK
13139115121211,KK9J5QQJ,KK9J,5QQJ,59JJQQKK
13139111351213,KK9JK5QK,KK9J,K5QK,59JQKKKK
13139111012213,KK9JTQ2K,KK9J,TQ2K,29TJQKKK
13139111010131,KK9JTTK1,KK9J,TTK1,19TTJKKK
13139111181311,KK9JJ8KJ,KK9J,J8KJ,89JJJKKK
12114111381313,QJ4JK8KK,QJ4J,K8KK,48JJQKKK
12114111310123,QJ4JKTQ3,QJ4J,KTQ3,34TJJQQK
12114118121011,QJ4J8QTJ,QJ4J,8QTJ,48TJJJQQ
12114111291313,QJ4JQ9KK,QJ4J,Q9KK,49JJQQKK
91310114121113,9KTJ4QJK,9KTJ,4QJK,49TJJQKK
91310111111213,9KTJJJ2K,9KTJ,JJ2K,29TJJJKK
91310111381213,9KTJK8QK,9KTJ,K8QK,89TJQKKK
91310111211911,9KTJQJ9J,9KTJ,QJ9J,99TJJJQK
91310111310137,9KTJKTK7,9KTJ,KTK7,79TTJKKK
91310119121213,9KTJ9QQK,9KTJ,9QQK,99TJQQKK
91310111212811,9KTJQQ8J,9KTJ,QQ8J,89TJJQQK
91310113111313,9KTJ3JKK,9KTJ,3JKK,39TJJKKK
